-28.7,-99.98,38.89
-28.7,-99.98,38.89
-28.7,-99.98,38.89
-28.7,-99.98,38.89
-28.7,-99.98,38.89
-28.7,-99.98,38.89
-28.7,-99.98,38.89
-28.7,-99.98,38.89
-28.7,-99.98,38.89
-28.7,-99.98,38.89
-28.7,-99.98,38.89
-28.7,-99.98,38.89
-14.54,-56.25,21.39
-14.54,-56.25,21.39
-14.54,-56.25,21.39
-14.4,-55.87,21.87
-14.4,-55.87,21.87
-14.52,-55.27,22.08
-14.52,-55.27,22.08
-14.46,-55.17,22.4
-14.46,-55.17,22.4
-14.46,-55.17,22.4
-14.39,-55.07,22.89
-14.39,-55.07,22.89
-14.34,-55.07,23.23
-14.34,-55.07,23.23
-14.32,-54.99,23.54
-14.32,-54.99,23.54
-14.32,-54.99,23.54
-11.52,-45.76,25.88
-11.52,-45.76,25.88
-11.52,-45.76,25.88
-6.93,-15.3,17.24
-6.93,-15.3,17.24
-6.24,-14.65,15.26
-6.24,-14.65,15.26
-3.98,-6.3,14.4
-3.98,-6.3,14.4
-1.59,-2.56,12.47
-1.59,-2.56,12.47
-2.63,-3.56,12.2
-2.63,-3.56,12.2
-5.46,-9.82,17.53
-5.46,-9.82,17.53
-5.09,-9.4,17.93
-5.09,-9.4,17.93
-5.08,-9.43,17.78
-5.08,-9.43,17.78
-5.39,-8.57,28.26
-5.39,-8.57,28.26
-18.25,-7.9,32.06
-18.25,-7.9,32.06
-16.9,-8.08,26.55
-16.9,-8.08,26.55
-16.9,-8.08,26.55
-15.4,-7.14,15.26
-15.4,-7.14,15.26
-15.46,-8.14,23.17
-15.46,-8.14,23.17
-17.51,-7.58,25.02
-17.51,-7.58,25.02
-14.57,-6.16,19.22
-14.57,-6.16,19.22
-14.46,-6.19,19.29
-14.46,-6.19,19.29
-14.46,-6.19,19.29
-14.31,-6.83,19.79
-14.31,-6.83,19.79
-13.62,-6.04,18.78
-13.62,-6.04,18.78
-13.79,-6.18,19.04
-13.79,-6.18,19.04
-15.72,-7.32,17.51
-15.72,-7.32,17.51
-14.34,-6.51,19.72
-14.34,-6.51,19.72
-14.34,-6.51,19.72
-15.35,-7.29,15.79
-15.35,-7.29,15.79
-13.95,-6.28,19.36
-13.95,-6.28,19.36
-13.97,-6.46,19.77
-13.97,-6.46,19.77
-14.09,-6.08,19.98
-14.09,-6.08,19.98
-14.04,-6.18,20.25
-14.04,-6.18,20.25
-14.04,-6.18,20.25
-13.99,-6.3,20.62
-13.99,-6.3,20.62
-14.06,-6.54,19.74
-14.06,-6.54,19.74
-12.23,-4.68,24.24
-12.23,-4.68,24.24
-7.99,-0.35,19.45
-7.99,-0.35,19.45
-9.5,-0.86,15.04
-9.5,-0.86,15.04
-11.58,-2.67,20.62
-11.58,-2.67,20.62
-11.56,-2.88,21.11
-11.56,-2.88,21.11
-11.53,-2.97,21.02
-11.53,-2.97,21.02
-10.94,-2.36,23.26
-10.94,-2.36,23.26
-10.94,-2.36,23.26
-11.31,-2.95,21.95
-11.31,-2.95,21.95
-11.49,-2.73,22.24
-11.49,-2.73,22.24
-11.45,-2.86,22.49
-11.45,-2.86,22.49
-11.42,-2.96,22.72
-11.42,-2.96,22.72
-11.39,-3.05,22.93
-11.39,-3.05,22.93
-11.39,-3.05,22.93
-11.35,-3.15,23.24
-11.35,-3.15,23.24
-11.49,-2.8,23.36
-11.49,-2.8,23.36
-11.44,-2.9,23.56
-11.44,-2.9,23.56
-11.4,-3.0,23.76
-11.4,-3.0,23.76
-11.36,-3.07,23.96
-11.36,-3.07,23.96
-11.36,-3.07,23.96
-11.32,-3.17,24.26
-11.32,-3.17,24.26
-11.47,-2.81,24.37
-11.47,-2.81,24.37
-11.43,-2.91,24.57
-11.43,-2.91,24.57
-11.43,-2.91,24.57
-11.36,-3.05,24.87
-11.36,-3.05,24.87
-11.34,-3.11,25.06
-11.34,-3.11,25.06
-11.31,-3.17,25.25
