-6.33,0.59,84.65
-6.33,0.59,84.65
-6.33,0.59,84.65
-6.29,0.58,84.86
-6.29,0.58,84.86
-6.26,0.58,85.0
-6.26,0.58,85.0
-6.24,0.57,85.14
-6.24,0.57,85.14
-6.22,0.57,85.28
-6.22,0.57,85.28
-6.22,0.57,85.28
-6.14,0.19,85.78
-6.14,0.19,85.78
-6.14,0.19,85.78
-6.13,0.13,86.09
-6.13,0.13,86.09
-6.1,0.09,86.28
-6.1,0.09,86.28
-6.1,0.09,86.28
-5.83,-0.12,86.37
-5.83,-0.12,86.37
-5.68,-0.23,86.44
-5.68,-0.23,86.44
-5.55,-0.33,86.49
-5.55,-0.33,86.49
-5.44,-0.42,86.48
-5.44,-0.42,86.48
-5.34,-0.5,86.47
-5.34,-0.5,86.47
-5.27,-0.56,86.46
-5.27,-0.56,86.46
-5.2,-0.61,86.45
-5.2,-0.61,86.45
-5.14,-0.66,86.44
-5.14,-0.66,86.44
-5.14,-0.66,86.44
-5.06,-0.72,86.43
-5.06,-0.72,86.43
-5.46,-0.72,86.42
-5.46,-0.72,86.42
-5.35,-0.75,86.41
-5.35,-0.75,86.41
-5.7,-0.74,86.39
-5.7,-0.74,86.39
-5.56,-0.77,86.38
-5.56,-0.77,86.38
-5.88,-0.76,86.37
-5.88,-0.76,86.37
-5.72,-0.79,86.36
-5.72,-0.79,86.36
-6.02,-0.78,86.35
-6.02,-0.78,86.35
-5.84,-0.81,86.34
-5.84,-0.81,86.34
-6.12,-0.8,86.33
-6.12,-0.8,86.33
-5.92,-0.82,86.32
-5.92,-0.82,86.32
-5.76,-0.84,86.31
-5.76,-0.84,86.31
-5.76,-0.84,86.31
-5.76,-0.84,86.31
-5.76,-0.84,86.31
-5.76,-0.84,86.31
-5.76,-0.84,86.31
-5.76,-0.84,86.31
-5.76,-0.84,86.31
-5.76,-0.84,86.31
-13.54,-16.64,88.58
-13.54,-16.64,88.58
-13.54,-16.64,88.58
-13.57,-16.75,88.56
-13.57,-16.75,88.56
-14.0,-16.79,88.53
-14.0,-16.79,88.53
-13.95,-16.83,88.5
-13.95,-16.83,88.5
-13.95,-16.83,88.5
-13.87,-16.89,88.48
-13.87,-16.89,88.48
-13.83,-16.93,88.45
-13.83,-16.93,88.45
-13.8,-16.96,88.43
-13.8,-16.96,88.43
-13.8,-16.96,88.43
-13.75,-16.99,88.39
-13.75,-16.99,88.39
-13.75,-16.99,88.39
-13.72,-17.02,88.35
-13.72,-17.02,88.35
-14.14,-17.02,88.31
-14.14,-17.02,88.31
-14.07,-17.04,88.28
-14.07,-17.04,88.28
